feedback,sentiment_label,ratings,sentiment_desc,clean_text,text_length
I have severe abdominal pain n the customer care said he will arrange a video call with doctor to understand and suggest me medication but then no body turned n again,0,1,Negative,severe abdominal pain n customer care said arrange video call doctor understand suggest medication body turned n,17
one of the worst hospital no maintenance no communication and no humanity too Dr sunil cardio he is worst doc possible.,0,1,Negative,one worst hospital maintenance communication humanity dr sunil cardio worst doc possible,12
Had an amazing dental procedure experience with Dr Sindhu and Dr Bhargav for my wife Manisha From start to finish they were professional caring and made me feel at ease.,1,4,Positive,amazing dental procedure experience dr sindhu dr bhargav wife manisha start finish professional caring made feel ease,17
We have been consulting Dr Sunil Kumar Cardiology Dr Girish Nephrology Dr Udnur Pulmonology and Dr Abhijit Bhograj Diabetology since 2021 I must say they are a great team of doctors.,1,4,Positive,consulting dr sunil kumar cardiology dr girish nephrology dr udnur pulmonology dr abhijit bhograj diabetology since must say great team doctor,21
I was admitted to manipal hospital for my surgery Nurses & doctors did their jobs really well.,1,5,Positive,admitted manipal hospital surgery nurse doctor job really well,9
The staff is incompetent Dealing with them was tedious.,0,2,Negative,staff incompetent dealing tedious,4
Don't go for opd they try to admit to emergency or make you wait like hell I went in the morning with mild fever.,0,1,Negative,dont go opd try admit emergency make wait like hell went morning mild fever,14
Had consulted Cardiologist Dr Chandan Excellent hospitality by Dr Chandan and front desk Everyone made us feel comfortable and guided thru Eco and ECG tests.,1,5,Positive,consulted cardiologist dr chandan excellent hospitality dr chandan front desk everyone made u feel comfortable guided thru eco ecg test,20
The hospital staff is pretty welcoming.,1,4,Positive,hospital staff pretty welcoming,4
I've admitted in labour ward for delivery the treatment is good but bit costly.,1,3,Positive,ive admitted labour ward delivery treatment good bit costly,9
This place is a nightmare they will ask you to register first by paying 1000 and then tell that they donâ€™t have the medicine please try the other hospital.,0,1,Negative,place nightmare ask register first paying tell donâ€™t medicine please try hospital,12
Helped us detect an important issue via blood test performed during our stay in emergency.,1,4,Positive,helped u detect important issue via blood test performed stay emergency,11
I can't thank you enough for the special excellent care you have provided and for the unique gift you are to your patients,1,5,Positive,cant thank enough special excellent care provided unique gift patient,10
My aunt TKR Surgery done with Dr Ravichandra Kelkar We are extremely very happy with his treatment,1,4,Positive,aunt tkr surgery done dr ravichandra kelkar extremely happy treatment,10
Very good and fast service Mr Vishal helped a lot and thanks to him we were able to receive the services and care within 20 minutes,1,5,Positive,good fast service mr vishal helped lot thanks able receive service care within minute,14
This hospital is nice All the sections are well organised and the staffs are also very polite.,1,4,Positive,hospital nice section well organised staff also polite,8
Doctors are good but the mangement and services provided are atmost negligent and pathetic,1,3,Positive,doctor good mangement service provided atmost negligent pathetic,8
Dr Bhargav and Dr Sindhu (Dental) are SUPER STARS Had been there last Saturday and today for my daughter's check up and consultation and they very patiently checked provided expert advice,1,4,Positive,dr bhargav dr sindhu dental super star last saturday today daughter check consultation patiently checked provided expert advice,18
I went to Manipal hebbal for a check up The front desk person Somya was really courteous He helped me get paid with additional information,1,5,Positive,went manipal hebbal check front desk person somya really courteous helped get paid additional information,15
My grandmother was admitted in cardiology department excellent doctors who explain condition prognosis and treatment plan in simple manner.,1,4,Positive,grandmother admitted cardiology department excellent doctor explain condition prognosis treatment plan simple manner,13
it's is good experience Doctor are very nice they treat the patient very nice staff r very good.,1,5,Positive,good experience doctor nice treat patient nice staff r good,10
On Sunday staff are minimal non of the staff will help you at any cost if patient die even though they doesn't care for a single report they need 2 days of time.,0,2,Negative,sunday staff minimal non staff help cost patient die even though doesnt care single report need day time,18
Doctors are knowledgeable in the hospital but Please beware of Mr Chinna Kesava head of billing and payment department He will charge you for some thing that is not in the prescription.,0,1,Negative,doctor knowledgeable hospital please beware mr chinna kesava head billing payment department charge thing prescription,15
The doctors are good but it is a very mismanaged hospital.,1,3,Positive,doctor good mismanaged hospital,4
The supervisor( Vivek) is not at working place not supervising anything really the management should look into it,0,2,Negative,supervisor vivek working place supervising anything really management look,9
We have been coming to Manipal for our parents from last 2 years and have been getting a very cordial support from the staff and the team.,1,4,Positive,coming manipal parent last year getting cordial support staff team,10
It was amazing consultation at manipal hospital they were very kind and friendly I heartfully prefer everyone must visit manipal hospital thanks to dr indranil.,1,5,Positive,amazing consultation manipal hospital kind friendly heartfully prefer everyone must visit manipal hospital thanks dr indranil,16
Good and helpful staff doctor described issues clearly instead giving medicines directly,1,4,Positive,good helpful staff doctor described issue clearly instead giving medicine directly,11
Very good hospital in the area Management is little messy at times but not always.,1,5,Positive,good hospital area management little messy time always,8
Don't go for health checkup packages here very bad management no one assists.,0,2,Negative,dont go health checkup package bad management one assist,9
I wish to give a rating which will shut down this hospital and cancel license for orthopedic surgeon Dr NavinChand Dambekodi They ended up killing my Dad.,0,1,Negative,wish give rating shut hospital cancel license orthopedic surgeon dr navinchand dambekodi ended killing dad,15
Worried about the humanity how this hospital treat emergency case,0,2,Negative,worried humanity hospital treat emergency case,6
Loved the services from all the staff staff members were very helpfuldr Santosh is very professional very much satisfied with the overall experience.,1,5,Positive,loved service staff staff member helpfuldr santosh professional much satisfied overall experience,12
Very good experience overall right from appointment booking to rescheduling promptness of the staff.,1,4,Positive,good experience overall right appointment booking rescheduling promptness staff,9
This place is very unreasonablly expensive.,0,2,Negative,place unreasonablly expensive,3
I had been there for comprehensive health check up and was impressed to find very streamlined approach,1,5,Positive,comprehensive health check impressed find streamlined approach,7
Attention to patient is bit lagging zero guidance & connectivity between departments for single patient.,0,2,Negative,attention patient bit lagging zero guidance connectivity department single patient,10
Coming here for the past 17 years the doctors are really good and the overall service is superb,1,4,Positive,coming past year doctor really good overall service superb,9
NU hospital provide excellent service for the patient They follow up everyday 3 to 4 times to the patient,1,5,Positive,nu hospital provide excellent service patient follow everyday time patient,10
Like the hospital Affordable plan is easy to operate and saving me some money with the cash back discount,1,4,Positive,like hospital affordable plan easy operate saving money cash back discount,11
The canteen provided excellent food and service,1,4,Positive,canteen provided excellent food service,5
they charge us to park our vehicle in their own hospital and make us wait for hours.,0,2,Negative,charge u park vehicle hospital make u wait hour,9
We're coming here for quite a long time The staffs here are very friendly and helpful,1,5,Positive,coming quite long time staff friendly helpful,7
Room attendants are so kind and always make sure the room is cleaned and always replenish the amenities,1,5,Positive,room attendant kind always make sure room cleaned always replenish amenity,11
Doctors are so kind and always give updates regarding the patient and fees structure is more,1,3,Positive,doctor kind always give update regarding patient fee structure,9
they did my transplant done successfully Hospital for giving second life for me,1,4,Positive,transplant done successfully hospital giving second life,7
Good service Front office staff is treated good and doctors also i will refer my family to this hospital.,1,5,Positive,good service front office staff treated good doctor also refer family hospital,12
To earn money they will copy and paste the reports and if the patient ask for an explanation not even one doctor will be available.,0,2,Negative,earn money copy paste report patient ask explanation even one doctor available,12
Exlent service about food and tast very good but staff is not nice,1,3,Positive,exlent service food tast good staff nice,7
Insurance department for helping with the process Overall Experience was really good.,1,5,Positive,insurance department helping process overall experience really good,8
Some patients expressed dissatisfaction with waiting times for appointments.,0,1,Negative,patient expressed dissatisfaction waiting time appointment,6
A few reviews mentioned issues with administrative processes.,0,2,Negative,review mentioned issue administrative process,5
Specialized care and expertise in nephrology and urology.,1,4,Positive,specialized care expertise nephrology urology,5
Professional and knowledgeable medical staff But Nurse are not knowledgeable,1,3,Positive,professional knowledgeable medical staff nurse knowledgeable,6
Clean and well maintained facilities But doctors are too late,1,3,Positive,clean well maintained facility doctor late,6
I had a good experience during the time I spend in the hospital,1,4,Positive,good experience time spend hospital,5
service is very good and nurse and front office staff are taking personal care plz visite,1,5,Positive,service good nurse front office staff taking personal care plz visite,11
Awesome hospital and its management is good all the staff are good and disciplined for their work,1,4,Positive,awesome hospital management good staff good disciplined work,8
they provide help and guidance every step of the way to get the best care possible.,1,5,Positive,provide help guidance every step way get best care possible,10
The Staff and doctors were not good and very poor  professional,0,1,Negative,staff doctor good poor professional,5
It's was good hospital and they all help us very well in parking system more fees structure,1,3,Positive,good hospital help u well parking system fee structure,9
the staffs of this hospital are realy helpful and the hospitality is excelent,1,4,Positive,staff hospital realy helpful hospitality excelent,6
Good service in all staffs and well maintained,1,5,Positive,good service staff well maintained,5
I received excellent service in this hospital,1,5,Positive,received excellent service hospital,4
No proper management nothing is organised you will wait for hours with no proper response from staff they will put your patience to test,0,2,Negative,proper management nothing organised wait hour proper response staff put patience test,12
there was a more delays on anything I am happy to get medication from this hospital,0,1,Negative,delay anything happy get medication hospital,6
Every single person we met at your hospital were so kind caring and friendly the  tremendous support recieved from the hospital from the first day,1,5,Positive,every single person met hospital kind caring friendly tremendous support recieved hospital first day,14
good hearted person well qualified doctor and she has good sense of humour best hospital.,1,5,Positive,good hearted person well qualified doctor good sense humour best hospital,11
Good experience overall Doctors are well experienced in Nephro and Urology Hospital staff is very helpful and cooperative.,1,4,Positive,good experience overall doctor well experienced nephro urology hospital staff helpful cooperative,12
Once we arrived to the hospital she was always there to guide us through the procedures and even directions.,1,4,Positive,arrived hospital always guide u procedure even direction,8
No proper management they will put your patience to test,0,1,Negative,proper management put patience test,5
they didn't explain complications and about the procedure before procedure was done But consent form it's written explained.,1,3,Positive,didnt explain complication procedure procedure done consent form written explained,10
I have only one complaint regarding consent taking for procedures didn't explain complications,0,2,Negative,one complaint regarding consent taking procedure didnt explain complication,9
No helping nature no support All lab staff are worst no use of working as lab technician in that lab No support to each other.,0,1,Negative,helping nature support lab staff worst use working lab technician lab support,12
The place is very well maintained with cleaning happening throughout the day.,1,4,Positive,place well maintained cleaning happening throughout day,7
Being a international travel with full insurance coverage this hospital was the best treatment we had so far,1,5,Positive,international travel full insurance coverage hospital best treatment far,9
who has contacted the very beginning when we got approved from Government and asked about the travelling time also if we needed any help from Airport to hotel,1,5,Positive,contacted beginning got approved government asked travelling time also needed help airport hotel,13
i strongly recommend not to go that hospital very worst hospitality.,0,1,Negative,strongly recommend go hospital worst hospitality,6
Bad experience at the first i went for kidney stones remove consultation doctor did not give proper answer to the issue its just money eating hospital,1,3,Positive,bad experience first went kidney stone remove consultation doctor give proper answer issue money eating hospital,16
Worst staff please don't go that lab my personal advice to all the lab technician,0,2,Negative,worst staff please dont go lab personal advice lab technician,10
Best treatment for uro nephro issues our experience was pretty good admitted for kidney stone problem nursing doctors Well experienced.,1,4,Positive,best treatment uro nephro issue experience pretty good admitted kidney stone problem nursing doctor well experienced,16
Doctor is very good and he is having patience to explain very well but more cost.,1,3,Positive,doctor good patience explain well cost,6
After that doctor will see But when check waiting number was increasing,1,3,Positive,doctor see check waiting number increasing,6
if the patient is ready with report and other patients coming after them are getting consultation old patients have to wait.,0,2,Negative,patient ready report patient coming getting consultation old patient wait,10
I came in with bad kidney pain and got help immediately Had a brief stay in the ER that was quite good.,0,2,Negative,came bad kidney pain got help immediately brief stay er quite good,12
Excellent treatment from hospital Accommodation and food are good.,1,5,Positive,excellent treatment hospital accommodation food good,6
Teartment wise really happy specially dialysis department Team work is good I will suggest to my know friends and family members to choose nu hospital,1,5,Positive,teartment wise really happy specially dialysis department team work good suggest know friend family member choose nu hospital,18
he was so rude/mechanical towards patient pls train this doctor how to be empathetic towards patient first.,0,1,Negative,rudemechanical towards patient pls train doctor empathetic towards patient first,10
Everybody is so well trained & loving right from cleaners helpers I would highly recommend this hospital.,1,4,Positive,everybody well trained loving right cleaner helper would highly recommend hospital,11
Very confer table but bit costly best treatment for kidny,1,3,Positive,confer table bit costly best treatment kidny,7
Very much helpful and friendly to patients I suggest dialysis patients to reach nu hospital,1,4,Positive,much helpful friendly patient suggest dialysis patient reach nu hospital,10
took care of end to end process with out any burden to the patient attendees,1,5,Positive,took care end end process burden patient attendee,8
the too good service and treatment I feel to refer patients who needed Urology Nephrology treatment at NU hospital.,1,4,Positive,good service treatment feel refer patient needed urology nephrology treatment nu hospital,12
Providing good health services And giving a well guidline regarding health care.,1,5,Positive,providing good health service giving well guidline regarding health care,10
Doctor consultation is excellent but the service from the the staff is not satisfied,1,3,Positive,doctor consultation excellent service staff satisfied,6
removed my all old reports from file and shuffled all the reports and once after uploading the report given the old report in teared manner which is very worst thing,0,2,Negative,removed old report file shuffled report uploading report given old report teared manner worst thing,15
One of the best hospital to get treatment Hospital staff and doctors are very friendly and kind Hospital is very clean and tidy,1,5,Positive,one best hospital get treatment hospital staff doctor friendly kind hospital clean tidy,13
This hospital everyone is so good Very helpful also.,1,5,Positive,hospital everyone good helpful also,5
They ensured I had a smooth prep surgery and follow-up I am so glad I chose (Nu hospital),1,4,Positive,ensured smooth prep surgery followup glad chose nu hospital,9
waiting long time even before consultation and after consultation,0,2,Negative,waiting long time even consultation consultation,6
I am not no about inpatient service but excellent service by outpatient department thankyou once again.,1,3,Positive,inpatient service excellent service outpatient department thankyou,7
This is our pleasure to inform you that it's a great hospital and staff of customer care more professional and they are giving nice Hospitality.,1,4,Positive,pleasure inform great hospital staff customer care professional giving nice hospitality,11
Doctors and co ordinators are very good supportive people and excellent service from staff,1,5,Positive,doctor co ordinators good supportive people excellent service staff,9
Excellent service and good doctor Special thanks to Dr Aashish and Ranjitha madam she guided us excellent.,1,5,Positive,excellent service good doctor special thanks dr aashish ranjitha madam guided u excellent,13
Doctors are good but the toilets are very stinky smell everywhere in the reception also canâ€™t sit neatness should maintain near restroom,1,3,Positive,doctor good toilet stinky smell everywhere reception also canâ€™t sit neatness maintain near restroom,14
Good hospital and staffs are nice good service and I will suggest cleanness.,1,3,Positive,good hospital staff nice good service suggest cleanness,8
He has explained the diagnosis in detail and the treatment procedures very clearly Pharmacy staffs were also very kind and fast in providing their service,1,4,Positive,explained diagnosis detail treatment procedure clearly pharmacy staff also kind fast providing service,13
One of the best hospitals I have visited in India Friendly and welcoming care from nurses and insurance staffs.,1,4,Positive,one best hospital visited india friendly welcoming care nurse insurance staff,11
the toilets are very stinky smell everywhere in the reception also canâ€™t sit neatness should maintain near restroom,0,2,Negative,toilet stinky smell everywhere reception also canâ€™t sit neatness maintain near restroom,12
Pharmacy staffs needs to be more professional in checking the doctorâ€™s prescription and writing the dose on the medicine.,1,3,Positive,pharmacy staff need professional checking doctorâ€™s prescription writing dose medicine,10
more cost in parking system so worst experience but Good Service from the staff team and doctors,0,2,Negative,cost parking system worst experience good service staff team doctor,10
It's good Hospital we come as a walk in to See urologist but they guide very well and nice atmospher and supportive staff.,1,4,Positive,good hospital come walk see urologist guide well nice atmospher supportive staff,12
The hospital is very hygienic Overall the experience was very hassle free as everything was very well managed and organized.,1,4,Positive,hospital hygienic overall experience hassle free everything well managed organized,10
Enjoyed the local food served at the hospital cafeteria The management ensured that we were comfortable,1,5,Positive,enjoyed local food served hospital cafeteria management ensured comfortable,9
I m satisfied with the service But it seams bit costly compared  with othere hospitals.,1,3,Positive,satisfied service seam bit costly compared othere hospital,8
it's more costly compared to the other hospital worst toilets cleaning,0,2,Negative,costly compared hospital worst toilet cleaning,6
Good hospital for all kind of neurology and urology well hygiene and organised hospital all kind of testing laboratory related to kindney is available,1,4,Positive,good hospital kind neurology urology well hygiene organised hospital kind testing laboratory related kindney available,15
We had a great experience and appreciate it Will recommend to family and friends.,1,5,Positive,great experience appreciate recommend family friend,6
they have told me that you need to wait for sometime because first you need to tell all the history of the patient to other doctor then you can meet the main doctor,0,2,Negative,told need wait sometime first need tell history patient doctor meet main doctor,13
she have misplaced our reports and we didnâ€™t get that reports only after that.,0,1,Negative,misplaced report didnâ€™t get report,5
She is such a ill mannered doctor without any ethics Please guys donâ€™t consult her for future visits.,1,3,Positive,ill mannered doctor without ethic please guy donâ€™t consult future visit,11
The hospital building itself was well maintained and hygienic with facilities staff keeping to the highest standards.,1,4,Positive,hospital building well maintained hygienic facility staff keeping highest standard,10
Hi NU is very Good hospital All the staffs and doctors are friendly They have very Good team.,1,5,Positive,hi nu good hospital staff doctor friendly good team,9
Only go to this hospital if you are not in need of immediate care and have the time to wait for hours [at least 3 hours] just to meet the doctor.,0,2,Negative,go hospital need immediate care time wait hour least hour meet doctor,12
They are so efficient and excellent in making their patients wait You do need a lot of patience to be a patient here.,0,2,Negative,efficient excellent making patient wait need lot patience patient,9
You'd reach this hospital faster from Silk Board despite the traffic than meeting the doctor.,1,3,Positive,youd reach hospital faster silk board despite traffic meeting doctor,10
Experienced doctors and Management staff  Clean and systematic hospital.,1,4,Positive,experienced doctor management staff clean systematic hospital,7
The staff at NU hospital has been very helpful and kind The services provided for the patient was excellent.,1,5,Positive,staff nu hospital helpful kind service provided patient excellent,9
Excellent Drâ€™s are here in NU Hospital They treated very well I am very happy with the treatment,1,4,Positive,excellent drâ€™s nu hospital treated well happy treatment,8
I never thought we will be taken care at such a level She exceeded our expectations and made our medical trip smooth,1,4,Positive,never thought taken care level exceeded expectation made medical trip smooth,11
I wish NU HOSPITAL should do more progress in future to cater the needs of the new urological and renal dieases,1,3,Positive,wish nu hospital progress future cater need new urological renal dieases,11
They ensured I had a smooth prep surgery and follow-up made our journey easy.,1,4,Positive,ensured smooth prep surgery followup made journey easy,8
NU Hospital is one of the clean hispitals I have ever visited though it does not have a numbering system for the Queue.,1,5,Positive,nu hospital one clean hispitals ever visited though numbering system queue,11
NU Hospitals believes in patient centricity and is committed to providing the best outcomes and care to its patients.,1,4,Positive,nu hospital belief patient centricity committed providing best outcome care patient,11
The doctors were very professional and available anytime The nursing staff were very attentive and kind,1,5,Positive,doctor professional available anytime nursing staff attentive kind,8
Most of all the International coordinators were very helpful and always with a smile and ready to assist you,1,5,Positive,international coordinator helpful always smile ready assist,7
when a person enter to a hospital that is a very stressful time and if there is some communication issues then it will be really tuff at the customer end.,1,5,Positive,person enter hospital stressful time communication issue really tuff customer end,11
At the start I believe to show the relevant doctors and to do the test it took a long time.,0,1,Negative,start believe show relevant doctor test took long time,9
NU hospital weâ€™re eternally grateful for your hospitality and knowledge,1,4,Positive,nu hospital weâ€™re eternally grateful hospitality knowledge,7
As per the communication some of the staff was very good but some was a little rude,1,3,Positive,per communication staff good little rude,6
I believe this was a miscommunication from the hospital side And it was noticed by the person in the scan room.,0,2,Negative,believe miscommunication hospital side noticed person scan room,8
However during discharge process I felt it there was a delay both hospital and Aasanda side.,0,2,Negative,however discharge process felt delay hospital aasanda side,8
I believe in future from hospital side you can make arrangements by taking into consideration to improve communication with customer.,1,3,Positive,believe future hospital side make arrangement taking consideration improve communication customer,11
looking at customer view point like waiting for several hrs at hospital for nothing,0,2,Negative,looking customer view point like waiting several hr hospital nothing,10
Good service and excellent treatments  from doctor's and staff,1,4,Positive,good service excellent treatment doctor staff,6
The doctors the nurses and every single staff at NU Hospitals were committed to what they are doing As a patient I felt home being at NU Hospital,1,4,Positive,doctor nurse every single staff nu hospital committed patient felt home nu hospital,13
Itâ€™s so hard to just sit and wait at Operation theater the operation was conducted successfully.,1,3,Positive,itâ€™s hard sit wait operation theater operation conducted successfully,9
All staffs are good Thank you for Dr Krishna prasad and Dr Imran Khan for giving time and details explanations of my condition,1,5,Positive,staff good thank dr krishna prasad dr imran khan giving time detail explanation condition,14
He was very patient and was of great help for us throughout the admin process,1,5,Positive,patient great help u throughout admin process,7
The nurses were super friendly and they will never leave your side if you need attention at anytime while you are admitted.,1,4,Positive,nurse super friendly never leave side need attention anytime admitted,10
I believe the service I mentioned about doing the test have been improved as I have met someone who did all test with in one to two weeks.,1,3,Positive,believe service mentioned test improved met someone test one two week,11
We had very good experience at NU Hospitals West good service and excellent treatments from doctor's and staff,1,5,Positive,good experience nu hospital west good service excellent treatment doctor staff,11
I'm really satisfied that I chose NU Hospital for my medical treatment You will be too,1,4,Positive,im really satisfied chose nu hospital medical treatment,8
We cannot praise the NU hospital Cafeteria enough for the amazing food quality and great food.,1,3,Positive,praise nu hospital cafeteria enough amazing food quality great food,10
they are not giving value patients time and money so bad experiences,0,2,Negative,giving value patient time money bad experience,7
We deeply appreciate the fact that our community has access to such a high-quality organization of professionals and workers.,1,4,Positive,deeply appreciate fact community access highquality organization professional worker,9
ICU team is best here but pls value patients time and money if you take advance appointment for doctor consultation.,1,3,Positive,icu team best pls value patient time money take advance appointment doctor consultation,13
Hospitality provided by the staff Nurses housekeeping team canteen employees was Outstanding Especially the Doctors team,1,5,Positive,hospitality provided staff nurse housekeeping team canteen employee outstanding especially doctor team,12
best quality of service compared to surrounding hospitals,1,5,Positive,best quality service compared surrounding hospital,6
Staff is well behaved and cooperative within their limits Excellent as compared to others,1,4,Positive,staff well behaved cooperative within limit excellent compared others,9
The reception team is quite helpful aswell But sometimes I observed that things went haywire due to loopholes in the management.,1,3,Positive,reception team quite helpful aswell sometimes observed thing went haywire due loophole management,13
On the other hand the finance team is bad in providing financial estimate They will try to sell package,0,2,Negative,hand finance team bad providing financial estimate try sell package,10
The lady who leads the finance team is very rude and have got some attitude issues.,0,1,Negative,lady lead finance team rude got attitude issue,8
I had a great experience at NU Hospital West as a new patient and so grateful that my surgery was a success.,1,4,Positive,great experience nu hospital west new patient grateful surgery success,10
Over all I would say it's an ok types hospital not good to get 3 stars.,0,1,Negative,would say ok type hospital good get star,8
The hospital is very clean and the nurses were very caring during my stay after surgery.,1,4,Positive,hospital clean nurse caring stay surgery,6
The staff are very helpful and care they give us great hospitality guid us thank you very much my coordinator from  hospital,1,5,Positive,staff helpful care give u great hospitality guid u thank much coordinator hospital,13
Great service received from hospital All staffs are very good front office Doctor and Nursing.,1,5,Positive,great service received hospital staff good front office doctor nursing,10
I hau under went PCNL urgery in NU Hospital this was good hospital all the staff was very professional.,1,5,Positive,hau went pcnl urgery nu hospital good hospital staff professional,10
I am not no about inpatient service but excellent service by outpatient department thank you once again.,1,3,Positive,inpatient service excellent service outpatient department thank,7
This is our pleasure to inform you that it's a great hospital and staff of customer care more professional and they are giving nice Hospitality.,1,5,Positive,pleasure inform great hospital staff customer care professional giving nice hospitality,11
hospitals customer is a patient and not a person but in NU hospital clearly customer is a person who needs care,1,5,Positive,hospital customer patient person nu hospital clearly customer person need care,11
NU hospitals provides a personal touch and you can see empathy with doctors nurses and other staff which is lacking in other hospitals.,1,4,Positive,nu hospital provides personal touch see empathy doctor nurse staff lacking hospital,12
Very nice professional staff in all the blocks but in admin or insurance team a bit rude.,1,3,Positive,nice professional staff block admin insurance team bit rude,9
NU hospital is best hospital in Bangalore as this being a Super speciality hospital it has all the basic amenities under one roof,1,5,Positive,nu hospital best hospital bangalore super speciality hospital basic amenity one roof,12
My heartfelt gratitude to NU Hospital staff who took care my father in law during admission,1,4,Positive,heartfelt gratitude nu hospital staff took care father law admission,10
All staffs are  not friendly so that we can feel stressed worst experience,0,2,Negative,staff friendly feel stressed worst experience,6
we are  faceing a lot of difficulties and no one is guiding us some staff is rude.,0,1,Negative,faceing lot difficulty one guiding u staff rude,8
The nurses are very well trained and they know how to take care of the patient The place is very well maintained with cleaning happening throughout the day.,1,4,Positive,nurse well trained know take care patient place well maintained cleaning happening throughout day,14
Worst staff please don't go that lab my personal advice to all the lab technician,0,1,Negative,worst staff please dont go lab personal advice lab technician,10
Excellent treatment from hospital Accommodation and food are good.,1,5,Positive,excellent treatment hospital accommodation food good,6
NU west hospital lab staff one of worst staff ever I have seen in my life No helping nature no support.,0,2,Negative,nu west hospital lab staff one worst staff ever seen life helping nature support,14
Our experience is very very bad with front office staff at urology department We reached at 10:15 AM and left at 5:30 PM with an hour of lunch break.,0,2,Negative,experience bad front office staff urology department reached left pm hour lunch break,13
Good response from hospital staff and cleaness  and good doctors our experience is very good,1,4,Positive,good response hospital staff cleaness good doctor experience good,9
worst experience We have a mixed experience when visited Two doctors found to be very cordial and patient listeners.,0,2,Negative,worst experience mixed experience visited two doctor found cordial patient listener,11
if we continue our visit next time Do I get assurances from hospital the patient will be treated properly.,1,3,Positive,continue visit next time get assurance hospital patient treated properly,10
All lab staff are worst no use of working as lab technician in that lab No support to each other.,0,2,Negative,lab staff worst use working lab technician lab support,9
We left the hospital with a hurt feeling We sought an appointment with doctor after MCU test so more delay.,0,1,Negative,left hospital hurt feeling sought appointment doctor mcu test delay,10
Nu hospitals is a good service doctors are Available 24 hours for the any clarification,1,5,Positive,nu hospital good service doctor available hour clarification,8
The staff and doctor made us to wait till evening When ever enquired we were told some more patients are in the queue,0,1,Negative,staff doctor made u wait till evening ever enquired told patient queue,12
Had an extremely good experience at NU Hospitals Hadn't heard about the place till I had to get admitted there for a procedure.,1,5,Positive,extremely good experience nu hospital hadnt heard place till get admitted procedure,12
The No of patients before us increased every time when we checked in queue bad experience in queue process I suggest u to do token system,1,3,Positive,patient u increased every time checked queue bad experience queue process suggest u token system,15
The dietitian is more concerned than the family members and her guidance made a difference as well Iâ€™m glad we chose NU HOSPITAL for our surgery.,1,4,Positive,dietitian concerned family member guidance made difference well iâ€™m glad chose nu hospital surgery,14
there were issues at the beginning of the days our last days here were very satisfying.,1,3,Positive,issue beginning day last day satisfying,6
When we lost patience and sought appointment next day with raised voice This led to unpleasant discussion between doctor and patient,0,2,Negative,lost patience sought appointment next day raised voice led unpleasant discussion doctor patient,13
Overall good experience with NU Hospital Thanks,1,5,Positive,overall good experience nu hospital thanks,6
NU hospital staff are extremely friendly and kind they provide help and guidance every step of the way to get the best care possible.,1,4,Positive,nu hospital staff extremely friendly kind provide help guidance every step way get best care possible,16
Doctors explain conditions really well and addresses our concerns with outmost generosity Looking forward for best care for our next trip as well.,1,3,Positive,doctor explain condition really well address concern outmost generosity looking forward best care next trip well,16
Everybody is so well trained & loving right from cleaners helpers I would highly recommend this hospital.,1,5,Positive,everybody well trained loving right cleaner helper would highly recommend hospital,11
Very confer table but bit costly best treatment for kidny,1,3,Positive,confer table bit costly best treatment kidny,7
Providing good health services. And giving a well guidline regarding health care.,1,5,Positive,providing good health service giving well guidline regarding health care,10
It's good Hospital we come as a walk in to See urologist but they guide very well and nice atmospher and supportive staff.,1,4,Positive,good hospital come walk see urologist guide well nice atmospher supportive staff,12
the experience was very hassle free as everything was very well managed and organized.,1,4,Positive,experience hassle free everything well managed organized,7
The hospital and all the staffs are good in service and care I m satisfied with the service But it seams bit costly compared  with othere hospitals.,1,3,Positive,hospital staff good service care satisfied service seam bit costly compared othere hospital,13
Doctors made sure that we understood how they were going to proceed with the treatment explained it very well The hospital is very hygienic.,1,4,Positive,doctor made sure understood going proceed treatment explained well hospital hygienic,11
I want to express my extreme gratitude for the care I received at your hospital.,1,5,Positive,want express extreme gratitude care received hospital,7
Doctor consultation is excellent but the service from the the staff is not satisfied need to be improved.,1,3,Positive,doctor consultation excellent service staff satisfied need improved,8
The reception team is quite helpful aswell But sometimes I observed that things went haywire due to loopholes in the management.,1,3,Positive,reception team quite helpful aswell sometimes observed thing went haywire due loophole management,13
Excellent Work done from NU Hospital I love this houspital very much because starff are so helpful and kind,1,4,Positive,excellent work done nu hospital love houspital much starff helpful kind,11
Great service doctors team nurse team and all staffs of the hospital are very kind I really appreciate the great work and helps done,1,4,Positive,great service doctor team nurse team staff hospital kind really appreciate great work help done,15
he always take a lot of  time for understanding the patient history /condition,0,1,Negative,always take lot time understanding patient history condition,8
Overall Hospital well maintained hygienic clean and having good staff,1,4,Positive,overall hospital well maintained hygienic clean good staff,8
Satisfied with the Service well support from the staffs and happy with the affordplan benefits.,1,4,Positive,satisfied service well support staff happy affordplan benefit,8
the services are in low  level However very few times some doctors and nurses shows unhappy faces.,0,2,Negative,service low level however time doctor nurse show unhappy face,10
Nu hospital is very good n careful n kindness hospital they arrange every thing very comfortable tothe patient,1,4,Positive,nu hospital good n careful n kindness hospital arrange every thing comfortable tothe patient,14
one of the hospital staff took my Mobile phone to type the Review HERSELF Fortunately I wasn't signed in.,0,2,Negative,one hospital staff took mobile phone type review fortunately wasnt signed,11
bad experience On the service I don't want to be biased because I'm a middle-class,0,2,Negative,bad experience service dont want biased im middleclass,8
We had a wonderful experience at NU Hospital West Front office Staff were extremely helpful.,1,4,Positive,wonderful experience nu hospital west front office staff extremely helpful,10
